BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,1000,13250,855909,,Mgr,34.9,0,15,991.671574,1,5,148.406987,21339,dallas/fort worth,Pennsylvania,Middle Atlantic,Northeast
0,38400,285500,20000,DebtCon,Sales,36.8,0,1,318.151682,,2,,21704,winston-salem,Tennessee,East South Central,South
1,1000,34750,20000,DebtCon,Mgr,,,0,413.583865,0,54,24.506206,20489,springfield,Tennessee,East South Central,South
0,100,50000.06,62500,DebtCon,ProfExe,22.7,0,0,1022.027856,3,0,126.617594,22690,springfield,Minnesota,West North Central,Midwest
0,1000,121000,362500,DebtCon,Other,26.6,1,1,462.338061,5,0,121.553136,22584,o'fallon,Ohio,East North Central,Midwest
0,22400,16000.02,20000,DebtCon,ProfExe,27.5,3,,256.982029,0,0,40.000001,22336,wilkes-barre/scranton,New York,Middle Atlantic,Northeast
0,46200,197500,20000,HomeImp,Other,15.5,0,2,1061.131068,,69,,20570,coeur d'alene,Massachusetts,New England,Northeast
0,31300,181000,156500,DebtCon,ProfExe,27.7,10,1,145.155221,,0,40,21743,winston-salem,Massachusetts,New England,Northeast
0,5000,500000,100000,HomeImp,ProfExe,38.1,3,3,520.965236,,7,40.000001,20491,o'fallon,Alabama,East South Central,South
1,100,100000.02,20000,DebtCon,Other,34.7,1,15,27.934251,2,17,,21014,mc.henry-on/the (lake)  shores,Arizona,Mountain,West
0,100,16000,20000,DebtCon,Office,7,0,4,,5,66,39.999999,20695,raleigh (research triangle),Colorado,Mountain,West
1,24200,86250,252000,DebtCon,Mgr,30.8,10,2,1026.938501,1,0,174.819874,21783,dallas/fort worth,Maryland,South Atlantic,South
0,100,6000,20000,DebtCon,ProfExe,6.4,3,,417.864242,0,0,110.475133,22330,dallas/fort worth,Missouri,West North Central,Midwest
0,100,,20000,DebtCon,Other,31.1,,4,436.218835,0,24,,22562,dallas/fort worth,Colorado,Mountain,West
1,15400,60000,100000,HomeImp,Mgr,1.1,1,1,233.155172,2,27,30,22616,dallas/fort worth,Illinois,East North Central,Midwest
1,100,27250,197000,HomeImp,Other,32.4,0,,747.416112,17,0,121.160138,20995,boise,Arizona,Mountain,West
0,1000,294500,257000,DebtCon,ProfExe,5.7,10,1,933.31553,0,0,39.999999,20254,new york-city,Alabama,East South Central,South
1,55000,109799.82,183000,HomeImp,Self,23.1,2,15,877.872326,1,,40,22936,wilkes-barre/scranton,Ohio,East North Central,Midwest
1,21100,500000,100000,HomeImp,Mgr,,2,,58.918864,,31,49.999999,20459,coeur d'alene,California,Pacific,West
0,72000,79750,855909,HomeImp,Other,3.3,10,15,134.739416,0,16,40.000001,20502,dallas/fort worth,Maryland,South Atlantic,South
0,1000,97000,20000,DebtCon,Mgr,8.5,0,3,230.742763,0,33,137.328723,21401,st. petersburg,Colorado,Mountain,West
0,1000,14000,20000,HomeImp,Mgr,12.6,,3,230.140243,1,1,49.999999,20881,o'fallon,Oregon,Pacific,West
0,80000,147000,855909,DebtCon,Office,28.4,1,1,977.151929,1,58,11.392979,21912,port  saint  lucie,Maryland,South Atlantic,South
1,100,16000.02,20000,DebtCon,Sales,32.9,3,,108.867926,5,40,88.354262,20396,st. petersburg,Alabama,East South Central,South
0,1000,64250,855909,DebtCon,Self,,10,5,19.297025,0,52,40,21178,boise,Massachusetts,New England,Northeast
0,78900,43000,20000,DebtCon,ProfExe,5.5,3,15,65.74435,0,0,,21682,winston-salem,California,Pacific,West
0,1000,162250,855909,HomeImp,Mgr,3.4,0,1,1020.217261,5,46,,20293,springfield,Florida,South Atlantic,South
0,81200,150250,263500,HomeImp,Other,6.5,,3,929.964624,1,50,175.275818,21922,new york-city,New York,Middle Atlantic,Northeast
0,1000,264250,20000,DebtCon,Other,30.5,4,0,309.321368,1,0,95.738966,21718,port  saint  lucie,Missouri,West North Central,Midwest
0,100,116750,20000,DebtCon,Mgr,12.4,0,1,852.242793,3,46,40.13005,20121,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
1,44100,129000,160500,DebtCon,ProfExe,2.4,,,544.201279,5,55,,21403,new york-city,Alabama,East South Central,South
0,25600,85000,100000,DebtCon,Other,26.1,1,1,226.328095,1,35,45,22961,o'fallon,Missouri,West North Central,Midwest
0,26600,298250,855909,,Other,16,0,15,319.732989,,8,,21122,springfield,Minnesota,West North Central,Midwest
0,73400,30250,248000,DebtCon,Office,32.2,1,0,894.481833,0,0,10.012033,22413,wilkes-barre/scranton,Colorado,Mountain,West
0,1000,202000,259500,DebtCon,Other,38.7,,3,,,0,172.645748,22675,springfield,Ohio,East North Central,Midwest
0,1000,,20000,DebtCon,Other,11.5,0,2,,1,0,40,20384,winston-salem,Tennessee,East South Central,South
0,51700,513545.4,855909,DebtCon,ProfExe,27.2,2,,916.373901,,2,,22853,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,1000,71200.09,,DebtCon,Other,2,3,0,1091.135941,5,,29.999999,21077,raleigh (research triangle),Illinois,East North Central,Midwest
0,1000,88750,20000,DebtCon,,12.7,,1,883.913891,3,0,40,22919,st. petersburg,Massachusetts,New England,Northeast
0,100,66500,855909,DebtCon,Office,22.8,4,1,1131.273608,5,33,193.071585,20888,springfield,Wisconsin,East North Central,Midwest
0,1000,4279544.14,855909,DebtCon,Office,29.1,0,0,679.856379,17,64,,22341,springfield,Arizona,Mountain,West
0,1000,157500,20000,HomeImp,Self,14.5,1,0,193.757229,,61,,22442,boise,Arizona,Mountain,West
1,100,1442500,288500,HomeImp,Office,35.8,0,5,576.333212,2,32,77.975494,20956,raleigh (research triangle),Florida,South Atlantic,South
1,100,113500,146000,DebtCon,Mgr,8.5,0,5,555.444616,1,0,,21847,springfield,Arizona,Mountain,West
0,100,11999.98,20000,DebtCon,Other,37.1,0,0,,,45,81.563382,21692,o'fallon,Texas,West South Central,South
0,100,1089999.78,218000,HomeImp,ProfExe,29,0,0,234.439879,17,0,168.001258,22612,port  saint  lucie,Maryland,South Atlantic,South
1,6100,153250,20000,DebtCon,ProfExe,40.6,0,1,1121.964566,,26,24.094672,20323,port  saint  lucie,Missouri,West North Central,Midwest
0,1000,6500,855909,DebtCon,ProfExe,10,1,3,497.696284,2,21,40.000001,21296,winston-salem,Alabama,East South Central,South
0,60200,265500,855909,DebtCon,Office,28.5,3,,62.281052,5,0,,21524,coeur d'alene,Louisiana,West South Central,South
0,100,16000,20000,DebtCon,ProfExe,34.1,0,,226.414214,5,,69.0575,21815,coeur d'alene,Wisconsin,East North Central,Midwest
1,1000,181750,43500,HomeImp,Other,17.7,0,2,824.697769,3,,50.000001,20387,boise,Maryland,South Atlantic,South
0,1000,,181000,DebtCon,Mgr,4.9,0,0,500.065394,0,0,49.999999,20094,springfield,Colorado,Mountain,West
0,75200,197250,241500,DebtCon,Mgr,,1,0,,0,0,30,21194,dallas/fort worth,Maryland,South Atlantic,South
0,1000,99999.98,20000,HomeImp,Mgr,25.2,4,0,13.343535,5,4,,20786,springfield,New York,Middle Atlantic,Northeast
1,23100,500000,100000,HomeImp,Other,17.8,2,,306.567257,1,0,29.999999,20874,springfield,California,Pacific,West
0,1000,55999.93,70000,HomeImp,Other,11.4,0,,758.190977,17,0,82.008793,20524,raleigh (research triangle),Oregon,Pacific,West
1,1000,61750,345500,HomeImp,Other,30.2,0,4,935.845553,0,19,50,22328,dallas/fort worth,Illinois,East North Central,Midwest
0,1000,,62500,DebtCon,,14.8,4,3,872.441866,1,0,178.189316,21978,boise,New York,Middle Atlantic,Northeast
1,29600,513544.54,855909,HomeImp,Other,5.7,1,5,636.528623,0,19,52.970673,22839,springfield,Tennessee,East South Central,South
0,44900,684728.06,855909,HomeImp,,28.5,2,0,,17,0,115.260005,22896,,Oregon,Pacific,West
0,100,437500.09,87500,HomeImp,Office,23.5,4,,719.998507,1,31,30.000001,20645,winston-salem,Florida,South Atlantic,South
0,1000,,855909,HomeImp,,32.3,0,0,95.254068,1,4,,20214,new york-city,Wisconsin,East North Central,Midwest
0,80400,,226500,DebtCon,Mgr,3,0,1,932.297441,2,0,35.287716,21885,wilkes-barre/scranton,Louisiana,West South Central,South
1,1000,10500,165000,HomeImp,Other,,0,0,137.529468,17,1,169.172311,21045,springfield,Illinois,East North Central,Midwest
0,46800,4279545,855909,HomeImp,Office,19.2,0,3,1164.144164,2,67,30.000001,21266,st. petersburg,California,Pacific,West
1,43200,290750,321000,DebtCon,Other,3.4,0,3,714.102006,17,21,,20318,port  saint  lucie,Oregon,Pacific,West
1,11000,214250,20000,DebtCon,ProfExe,7.3,0,3,1023.486115,0,68,136.005232,22421,port  saint  lucie,Connecticut,New England,Northeast
1,100,197600,247000,DebtCon,ProfExe,15.9,,5,106.902365,17,0,,20729,springfield,Ohio,East North Central,Midwest
0,51000,263000,72000,DebtCon,Other,1.3,,,213.67159,5,0,30,21087,springfield,Georgia,South Atlantic,South
1,81100,133250,332000,HomeImp,Office,5.2,0,3,689.330611,0,54,11.345025,21870,coeur d'alene,Wisconsin,East North Central,Midwest
0,74800,166500,20000,HomeImp,Office,16,1,3,1155.459498,0,0,50.000001,21562,dallas/fort worth,Pennsylvania,Middle Atlantic,Northeast
1,46600,131399.78,219000,HomeImp,Other,0.2,2,3,1154.335137,0,45,,21131,new york-city,Tennessee,East South Central,South
0,59000,92500,216000,DebtCon,ProfExe,,3,0,442.044953,3,24,,20646,springfield,Minnesota,West North Central,Midwest
0,100,,855909,DebtCon,ProfExe,11.5,3,1,175.376038,3,0,89.15524,22196,wilkes-barre/scranton,Colorado,Mountain,West
1,20700,99999.98,20000,,Office,18.1,1,4,405.953285,17,0,39.075437,22466,springfield,Minnesota,West North Central,Midwest
0,23100,0,855909,DebtCon,,17.7,1,0,486.467423,17,3,40,22872,raleigh (research triangle),Massachusetts,New England,Northeast
0,1000,273000,855909,DebtCon,ProfExe,24.4,,0,894.517079,2,0,,21124,st. petersburg,Wisconsin,East North Central,Midwest
0,79300,76750,20000,HomeImp,ProfExe,40.1,1,3,818.530402,5,0,,21184,winston-salem,Tennessee,East South Central,South
0,26400,201750,855909,,,,4,4,861.145007,5,46,10.679704,20111,dallas/fort worth,Texas,West South Central,South
0,1000,,281500,DebtCon,Other,33.7,0,5,54.893919,0,0,39.12451,21853,port  saint  lucie,Connecticut,New England,Northeast
1,1000,11999.98,,DebtCon,Other,2.2,3,0,480.807027,17,0,29.999999,21269,dallas/fort worth,Georgia,South Atlantic,South
0,81300,0,44000,DebtCon,Office,,10,0,267.409644,,30,201.798787,22017,boise,Wisconsin,East North Central,Midwest
0,1000,63250,205500,HomeImp,ProfExe,,2,2,203.202869,17,69,74.830441,21366,st. petersburg,Colorado,Mountain,West
1,22900,100000,20000,DebtCon,Mgr,3.4,0,2,289.864,0,0,30,22091,st. petersburg,Georgia,South Atlantic,South
0,1000,106250,855909,DebtCon,ProfExe,33.5,1,,342.840151,17,54,,22449,mc.henry-on/the (lake)  shores,Georgia,South Atlantic,South
0,100,0,396500,HomeImp,Mgr,21.6,0,0,991.875691,1,38,30,21346,coeur d'alene,Minnesota,West North Central,Midwest
0,1000,213000,372500,DebtCon,ProfExe,36.4,1,,356.148401,0,0,40,21661,boise,Ohio,East North Central,Midwest
1,15700,,100000,DebtCon,Other,,1,5,598.316194,,32,,20686,wilkes-barre/scranton,Minnesota,West North Central,Midwest
1,25800,80000,100000,DebtCon,Self,0.2,1,2,496.176318,0,40,40,21248,dallas/fort worth,California,Pacific,West
1,1000,197500,855909,HomeImp,Mgr,39,0,0,1087.2518,17,,,22721,boise,Texas,West South Central,South
1,25600,126000,151500,HomeImp,Office,,,3,540.558464,0,52,171.976213,21842,springfield,Massachusetts,New England,Northeast
1,100,0,855909,DebtCon,Other,18.6,2,1,102.517492,1,0,68.786112,22849,boise,Alabama,East South Central,South
0,1000,162250,168000,DebtCon,Other,13.2,10,0,1091.136015,17,0,30.000001,20893,st. petersburg,Oregon,Pacific,West
0,100,0,855909,HomeImp,Sales,27,0,5,165.332697,1,62,30,22990,springfield,Connecticut,New England,Northeast
0,1000,100000,20000,DebtCon,Other,12,,,641.290419,3,44,129.366021,22502,st. petersburg,Illinois,East North Central,Midwest
0,1000,,20000,HomeImp,Office,,4,,123.412153,0,0,112.972831,21710,wilkes-barre/scranton,Texas,West South Central,South
1,1100,70000,100000,DebtCon,Mgr,3.9,0,0,358.984739,2,32,25,22619,,Colorado,Mountain,West
0,100,215500,855909,HomeImp,Sales,33.1,4,3,1146.852247,3,0,29.243972,22399,winston-salem,Connecticut,New England,Northeast
0,100,265250,224500,HomeImp,Self,3.1,0,1,474.970858,5,,39.999999,21630,new york-city,Texas,West South Central,South
0,15300,0,20000,DebtCon,Other,9,4,0,497.093407,0,0,,21222,port  saint  lucie,Alabama,East South Central,South
0,100,684727.2,855909,DebtCon,Other,,3,2,1114.67997,5,38,35.795786,21624,raleigh (research triangle),Tennessee,East South Central,South
1,26300,85000,100000,,Other,25.3,1,1,421.811594,2,12,45,22198,boise,Tennessee,East South Central,South
0,1000,11999.98,20000,HomeImp,Other,,3,2,381.088924,0,0,,20486,dallas/fort worth,Missouri,West North Central,Midwest
0,100,12000.02,20000,HomeImp,Office,35.4,0,0,,2,0,2.231942,20333,coeur d'alene,Louisiana,West South Central,South
1,100,4279544.14,855909,,Other,,1,0,548.122705,0,0,,21416,mc.henry-on/the (lake)  shores,Colorado,Mountain,West
0,1000,36250,316500,DebtCon,Other,22.5,3,2,650.651059,1,0,,21782,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,147000,258000,DebtCon,Mgr,0.2,3,0,1001.134704,0,61,138.348017,22000,dallas/fort worth,California,Pacific,West
0,1000,513545.4,855909,HomeImp,ProfExe,26.6,1,1,713.712738,2,0,39.999999,21691,springfield,Ohio,East North Central,Midwest
0,24600,100500,20000,HomeImp,Other,13.1,,,559.703003,17,0,9.937902,20876,port  saint  lucie,Massachusetts,New England,Northeast
1,100,,20000,DebtCon,Mgr,14.4,0,,495.352477,,0,40.000001,20311,raleigh (research triangle),Wisconsin,East North Central,Midwest
1,100,269750,323000,DebtCon,Other,19.5,2,0,,5,0,50,21422,dallas/fort worth,Ohio,East North Central,Midwest
1,100,12000.02,20000,HomeImp,Mgr,19.6,10,4,778.003392,5,,50.000001,20602,springfield,California,Pacific,West
1,1000,100000.02,20000,HomeImp,,13.2,1,2,370.717618,3,0,,22978,coeur d'alene,Missouri,West North Central,Midwest
0,64400,93200,116500,DebtCon,Other,9.4,1,,1146.916071,5,65,50,20991,new york-city,Illinois,East North Central,Midwest
0,25000,246400,308000,HomeImp,Office,20.2,0,0,1129.803828,,1,40,20112,wilkes-barre/scranton,California,Pacific,West
1,100,31199.95,52000,DebtCon,,21.9,0,0,1103.009454,1,,40,21687,port  saint  lucie,Texas,West South Central,South
1,1000,18400.02,23000,DebtCon,Other,37.3,0,0,852.393846,3,0,,20223,raleigh (research triangle),Missouri,West North Central,Midwest
1,100,39750,855909,DebtCon,Other,19.3,4,0,630.188935,17,62,102.450167,21627,springfield,Arizona,Mountain,West
0,62500,24750,,DebtCon,Office,0.9,4,1,1038.015761,1,18,98.823494,22319,dallas/fort worth,Texas,West South Central,South
1,20400,124750,318000,DebtCon,Other,3.7,,0,139.404517,5,0,13.045267,21814,dallas/fort worth,Missouri,West North Central,Midwest
1,100,439999.91,88000,DebtCon,ProfExe,15.9,10,,550.489883,3,29,72.607224,21253,winston-salem,Oregon,Pacific,West
1,100,12000.02,20000,DebtCon,ProfExe,33.4,0,15,1134.478548,1,0,53.621283,21647,port  saint  lucie,Texas,West South Central,South
0,100,144250,855909,DebtCon,Other,,4,0,739.289237,3,0,,22742,new york-city,Ohio,East North Central,Midwest
0,1000,162250,855909,DebtCon,Other,29.8,0,0,99.570424,5,65,100.512601,22120,raleigh (research triangle),Minnesota,West North Central,Midwest
0,1000,103750,855909,,Office,20.6,0,4,1051.868616,5,0,50,21833,o'fallon,New York,Middle Atlantic,Northeast
0,1000,0,855909,,Other,12.6,0,0,263.599992,17,53,142.970063,22572,st. petersburg,Alabama,East South Central,South
0,45100,89500,855909,HomeImp,Office,,1,15,1078.249598,1,25,,21731,boise,Georgia,South Atlantic,South
0,1000,252750,20000,DebtCon,Mgr,19.7,3,0,219.634339,1,14,,21205,port  saint  lucie,Illinois,East North Central,Midwest
0,100,151750,172500,DebtCon,Mgr,31.2,10,2,109.716282,0,20,16.549636,21437,dallas/fort worth,Missouri,West North Central,Midwest
0,1000,93750,20000,DebtCon,ProfExe,0,,1,546.143157,17,25,40.000001,22257,winston-salem,Illinois,East North Central,Midwest
0,1000,513546.26,855909,HomeImp,,28.6,4,0,1117.187,0,7,177.698054,21667,winston-salem,Colorado,Mountain,West
0,1000,,855909,DebtCon,ProfExe,36,10,2,294.062751,3,0,39.999999,20691,port  saint  lucie,Florida,South Atlantic,South
0,100,194250,20000,DebtCon,Office,,1,,815.126882,0,0,118.501045,21668,new york-city,Illinois,East North Central,Midwest
0,1000,92750,323000,HomeImp,Other,20,0,1,1001.33871,5,21,71.190663,21051,boise,Florida,South Atlantic,South
0,34400,7000,48500,DebtCon,Other,34.8,1,5,601.349449,5,0,129.245435,21390,raleigh (research triangle),Georgia,South Atlantic,South
0,33600,684726.34,855909,DebtCon,Office,16.2,1,3,355.554836,5,0,46.290944,22006,wilkes-barre/scranton,New York,Middle Atlantic,Northeast
1,100,4279544.14,855909,DebtCon,Other,,10,2,409.187318,1,0,,20107,raleigh (research triangle),Colorado,Mountain,West
0,58300,25999.97,32500,HomeImp,ProfExe,5.8,0,1,822.497683,1,56,93.504575,21553,boise,Ohio,East North Central,Midwest
1,100,,385500,DebtCon,ProfExe,0.1,1,0,203.518571,0,65,26.46733,20998,boise,Wisconsin,East North Central,Midwest
0,100,11999.98,20000,,Other,38.4,2,0,,,30,50,21564,dallas/fort worth,Ohio,East North Central,Midwest
0,1000,92500,20000,DebtCon,Office,25,10,,840.122266,,0,50,22572,,Illinois,East North Central,Midwest
0,100,134250,855909,HomeImp,,1.8,3,4,348.467424,0,0,168.267061,22139,new york-city,Texas,West South Central,South
0,29300,259250,855909,DebtCon,Other,12.5,3,,718.830044,5,13,29.999999,21979,winston-salem,Colorado,Mountain,West
0,100,43500,72500,HomeImp,Other,33.4,10,5,670.803344,5,0,150.928935,22708,winston-salem,Tennessee,East South Central,South
1,100,100000,20000,DebtCon,Other,15.8,,,703.586608,0,0,,21211,new york-city,Arizona,Mountain,West
0,100,684727.2,855909,DebtCon,Office,24.1,0,0,1070.486322,17,54,,20538,springfield,Minnesota,West North Central,Midwest
1,62800,684726.34,855909,HomeImp,Other,24.9,1,0,1054.637728,0,0,50,21484,raleigh (research triangle),Georgia,South Atlantic,South
0,1000,69000,20000,HomeImp,,36.7,0,0,,5,0,160.936032,22762,springfield,Maryland,South Atlantic,South
0,42600,198500,155000,HomeImp,Mgr,29.1,0,2,142.238308,17,23,,20402,raleigh (research triangle),Georgia,South Atlantic,South
1,4300,101000,20000,DebtCon,ProfExe,5.9,0,5,568.346242,1,70,148.481634,21932,coeur d'alene,Texas,West South Central,South
0,100,684726.34,855909,DebtCon,Other,29.1,3,,209.340164,3,53,,22018,coeur d'alene,Wisconsin,East North Central,Midwest
0,100,284500,855909,,,35.3,0,5,848.134347,17,0,40,22433,port  saint  lucie,New York,Middle Atlantic,Northeast
0,1000,3500,20000,DebtCon,Mgr,9.5,1,2,,0,0,93.848494,22140,raleigh (research triangle),Arizona,Mountain,West
0,1000,11999.98,20000,DebtCon,Office,13.1,0,0,52.192676,,0,49.999999,21611,coeur d'alene,Texas,West South Central,South
0,1000,11000,855909,DebtCon,Other,15.8,0,0,870.453034,3,0,40,21401,new york-city,California,Pacific,West
0,100,164000,205000,DebtCon,ProfExe,13.4,1,5,810.15104,1,19,,20505,coeur d'alene,Texas,West South Central,South
0,23000,16000,20000,HomeImp,Other,30.7,0,,1129.950995,0,0,51.624963,21177,coeur d'alene,California,Pacific,West
1,84900,150250,20000,,Other,32,3,0,695.94088,3,55,33.295619,22917,new york-city,Wisconsin,East North Central,Midwest
1,24300,13800,0,DebtCon,ProfExe,39.9,2,4,593.08116,2,4,40.000001,21362,springfield,Georgia,South Atlantic,South
0,70900,15999.98,20000,DebtCon,Office,26.1,1,,857.382051,1,59,30.000001,20362,dallas/fort worth,Connecticut,New England,Northeast
0,42400,24250,208000,HomeImp,Mgr,23.2,1,1,127.100219,17,0,3.963147,20660,boise,California,Pacific,West
0,100,178250,20000,DebtCon,Other,37.5,3,0,561.003438,17,30,19.788628,21997,springfield,Illinois,East North Central,Midwest
1,1000,200500,20000,DebtCon,ProfExe,36.4,1,0,147.61603,3,0,81.671563,22632,springfield,Minnesota,West North Central,Midwest
0,37100,1237500.25,247500,DebtCon,Other,36.5,,1,1136.387042,1,0,29.999999,21671,o'fallon,Ohio,East North Central,Midwest
0,1000,254000,209000,DebtCon,ProfExe,2.8,0,0,887.276436,5,53,40.000001,21892,port  saint  lucie,Arizona,Mountain,West
0,85400,159750,324500,DebtCon,,40.7,,5,277.647331,0,0,,21689,springfield,Minnesota,West North Central,Midwest
0,11400,195000,20000,DebtCon,Other,2.6,0,0,257.910479,0,0,30,21237,new york-city,Ohio,East North Central,Midwest
